32x32,built_in,0.003653049
32x32,built_in,0.002626419
32x32,built_in,0.003392696
32x32,built_in,0.003403664
32x32,built_in,0.003627777
64x64,built_in,0.003282547
64x64,built_in,0.003298759
64x64,built_in,0.003173351
64x64,built_in,0.003190041
64x64,built_in,0.00316
128x128,built_in,0.003232956
128x128,built_in,0.003201008
128x128,built_in,0.003238678
128x128,built_in,0.003180504
128x128,built_in,0.003378868
256x256,built_in,0.003360271
256x256,built_in,0.003314018
256x256,built_in,0.003966331
256x256,built_in,0.003787994
256x256,built_in,0.003274918
512x512,built_in,0.008022308
512x512,built_in,0.008992195
512x512,built_in,0.00840807
512x512,built_in,0.008368492
512x512,built_in,0.007443905
1024x1024,built_in,0.02721691
1024x1024,built_in,0.02566814
1024x1024,built_in,0.02698374
1024x1024,built_in,0.02532864
1024x1024,built_in,0.02471447
1920x1080,built_in,0.04883575
1920x1080,built_in,0.04197884
1920x1080,built_in,0.04273987
1920x1080,built_in,0.04305649
1920x1080,built_in,0.04291153
