image,low_high_sim,low_raw_sim,high_raw_sim
0,0.9999124132854934,0.9930658165528684,0.9930656397950224
1,0.9999209660237834,0.9930274146442463,0.9930403247346679
2,0.9999327285275255,0.9930008977241414,0.9929725494962394
3,0.9999266778974463,0.9931332617060724,0.9931007581465401
4,0.9998808485154159,0.9928509156671338,0.992833480138907
5,0.99993876148768,0.99322147032374,0.9932140611731388
6,0.9999258182714885,0.993001317572002,0.9930054749485551
7,0.9999222493228248,0.9932234459790245,0.9932057816153985
8,0.9999011476980763,0.9933963105048795,0.9933701068970613
9,0.9999248897504365,0.993042612589957,0.9930192599012705
10,0.9999276658918754,0.9931344726716931,0.9931615784906259
11,0.9999184295430621,0.9933083645837791,0.993293986674101
12,0.9999287827056198,0.9930889911963625,0.9930752003875389
13,0.9999252054547974,0.9930562307574717,0.9930508831525221
14,0.999877041974227,0.9926804785330305,0.9926372812465216
15,0.9998982452618724,0.9927940527471643,0.9927186011912692
16,0.9999084791801277,0.9932094994679658,0.9932320604373371
17,0.9999191296821891,0.9931076251077415,0.993100945712562
18,0.9999340782546513,0.9932315512743434,0.993236259613228
19,0.9999031685483027,0.9929411486660389,0.9928977409112992
20,0.9999264640288253,0.9932922886323583,0.9932486813075269
21,0.9999248484627464,0.9931465699403619,0.9931214891322447
22,0.9999375986520402,0.9930383265459604,0.9930170898437626
23,0.9999363971774332,0.9931006407231742,0.993101775951961
24,0.9999178377746838,0.9931529661891937,0.993162081706823
25,0.9998860849882121,0.9929685522243621,0.9928613633380495
26,0.9999350334984695,0.9934065598884895,0.9933799864577679
27,0.9999112767336747,0.9931100313768674,0.9930547874225527
28,0.9999218251142084,0.9931217442872695,0.9931131228386134
29,0.9999216608053455,0.9930632068547419,0.9930350828041661
30,0.9998672338415703,0.9931126443416863,0.9930310629383136
31,0.9999248455961962,0.9928912015153808,0.9928870153331029
32,0.9999230849323845,0.9931211310081113,0.9931237374915389
33,0.9999035664981266,0.9930075716957976,0.9930094043230787
34,0.9999217633131936,0.9934090064484653,0.9933899825267738
35,0.9999242219574465,0.9931464218458025,0.9931045777152048
36,0.9999242830162853,0.9931311072202398,0.9931302089308861
37,0.9998231141820414,0.9927801505759175,0.992871527219654
38,0.9999351844532439,0.992937451325438,0.9929261909913758
39,0.9999374493468243,0.9930410643272943,0.9930392526828922
40,0.9999208226678062,0.9930794422796009,0.9930837205979787
41,0.9999293044272141,0.993347413997178,0.9933286670161388
42,0.9999299535190751,0.9930215545002682,0.9930032539360151
43,0.9999374277523642,0.9928010731088963,0.9928066995454944
44,0.9999184316560753,0.9931412490547329,0.9931163449572343
45,0.9999242043131626,0.9929831701068145,0.9929431323422419
46,0.9999299871999682,0.9929201546260126,0.9929310752631594
47,0.9999341184869434,0.9930870313579357,0.9930611733643135
48,0.9999342411317296,0.9932257041377646,0.9932236978412645
49,0.9999087868014767,0.9930171658632562,0.992997566899285
50,0.9999172119505937,0.9930747549508241,0.9931105192204935
51,0.9999313875445887,0.9933883180131818,0.9933774313049466
52,0.9999226535285185,0.9930188682172214,0.9929949845709612
53,0.9998962501185891,0.99301111698718,0.9929813606627864
54,0.9999231022728217,0.9929572980491677,0.9929511321289431
55,0.9999293606097203,0.9931143657008914,0.9931097072377307
56,0.9999381223541924,0.9930605043210375,0.9930538481554978
57,0.999932925221929,0.9929940956677977,0.9929750395404476
58,0.9999201408187642,0.9928895989328287,0.9928502508588412
59,0.9999225302639464,0.9931469781940557,0.9931200470701175
60,0.9999315215044173,0.9930839028000531,0.9930344396374183
61,0.999864950361916,0.9930786261619379,0.9929512167239336
62,0.999927731250668,0.9931010840882315,0.9930682224361017
63,0.9998812997550923,0.9930364347364512,0.9930037712935359
64,0.9999035622213168,0.993361885375802,0.9933268140489927
65,0.9999202964390792,0.9933569467372358,0.9933366897306265
66,0.9999278622795974,0.9932413516911074,0.9932068755674234
67,0.9999275673496362,0.9930144342695946,0.9930062639832615
68,0.999917834444175,0.9933214332489912,0.9932916193560936
69,0.999926471094497,0.9930050110194794,0.9929865254692765
70,0.9999363939633578,0.9931038850222783,0.9931163075618744
71,0.9998893687424089,0.9926480499862397,0.9926365968620375
72,0.9998884090887837,0.9929968521291747,0.9930258333180295
73,0.999903834294055,0.9928628107655214,0.9929152210392368
74,0.9999316636958224,0.99298342746598,0.9929806706824725
75,0.999931119773947,0.9931159978595782,0.9931086341701227
76,0.9999276773010639,0.993116200879421,0.9931244291246335
77,0.9999276643337925,0.9929355390507169,0.9929138878466848
78,0.9999365219834033,0.9929203400902642,0.9928920088723151
79,0.9999277045986631,0.9930259036899515,0.9930036112364077
80,0.9999269826523909,0.9930301306271178,0.9930273708406377
81,0.9999186456729489,0.9929712932656303,0.9929351742572641
82,0.9999127917238944,0.9932515685405711,0.9932541408015092
83,0.9999285780082299,0.9933196990459637,0.9933336398196583
84,0.9999128190015819,0.993032484869971,0.9930472081007327
85,0.9999007813980663,0.9929705738022641,0.9929725113825825
86,0.9999326208421458,0.9929817135233835,0.9929545436303875
87,0.9999311542639674,0.992914268390139,0.9929103321783506
88,0.9999235361130624,0.9930142592357606,0.9929993051684164
89,0.9999310440691277,0.9932103280602591,0.9932058158823942
90,0.9999027438014533,0.9930178219706861,0.9929906066558261
91,0.9999000710585254,0.9929495469529501,0.992886744196699
92,0.9999067929252494,0.9929932931656983,0.9929530024000787
93,0.9998843799857331,0.9929575122712596,0.9929152812806913
94,0.9999203465472641,0.9931383309203188,0.9931527303547582
95,0.9999178097668613,0.9931649983632898,0.9931141640897395
96,0.9998955783147939,0.9927364609698698,0.9926934118397941
97,0.9998471812315268,0.9930610659452779,0.9929962820706651
98,0.9999168866594721,0.9931522662492092,0.9931545380488778
99,0.9999344061674926,0.9932134349342464,0.9931892917689955
100,0.9999053471395426,0.9932080986472178,0.9931885419608091
101,0.9999262256625838,0.9932038208519248,0.9932101352343912
102,0.9999237777896098,0.992889625624542,0.9928971897667644
103,0.9999178717213352,0.9931247794616059,0.9931148013000658
104,0.9999286557673966,0.9931408784177035,0.9931175958691141
105,0.9999304174106785,0.9931103029867574,0.993102160807979
106,0.9998312489214798,0.9927486324078724,0.9926865009261656
107,0.9999268298187606,0.9929585241482436,0.9929420151315649
108,0.9999349512594589,0.9930955557803767,0.9930763020313816
109,0.999924575812103,0.9931074605114055,0.9930763177412374
110,0.999938462004544,0.9929479649480266,0.9929393217158604
111,0.9999175944015395,0.9929566249083587,0.9929725705431725
112,0.9998998844839074,0.9929673608550549,0.9929400855482474
113,0.9999303256796634,0.9931116666508967,0.9931182026416404
114,0.9999269194775626,0.9930428129919778,0.993007075516025
115,0.9999179175934371,0.9931108894938422,0.9931125211567543
116,0.9999273407737712,0.993128262785105,0.9931206957382578
117,0.9999368860483805,0.9932798695861005,0.9932670725425362
118,0.9999043818517872,0.9930633465694347,0.9930512500102443
119,0.9999283798605275,0.9934083321028425,0.9934246444959027
120,0.999907614640235,0.9930240280705003,0.9929754553779299
121,0.9999423426384455,0.9928651254129637,0.992865354880518
122,0.9998688934483565,0.9929392596972001,0.9928810740425368
123,0.9999257266785834,0.9933361481314862,0.9933148982700168
124,0.9998988436286673,0.9930454655916687,0.9930272031586962
125,0.9998915030123031,0.9927976204310364,0.9927583664973757
126,0.9999311999694963,0.9932887050343,0.9932830380737321
127,0.9998780419636847,0.9927848731018616,0.9927404219043817
128,0.999921754762133,0.9931814184022278,0.9931762434950979
129,0.9999341353068746,0.9932074179330204,0.9932100123750056
130,0.999921867759449,0.9931957202647022,0.9931948824244097
131,0.9999403154789963,0.9929974460029871,0.9929902687333423
132,0.99991313227052,0.9930698306730087,0.9930758518996392
133,0.9999316856619397,0.9932143347302388,0.9932023742435877
134,0.9999288384807541,0.9928890827714499,0.9928906092961333
135,0.9999275534149257,0.9931035740068913,0.9930844828744713
136,0.9999290839003411,0.9931339776487738,0.9931155317851147
137,0.9999254024401657,0.9934816130784787,0.9934780077293482
138,0.9998857873294783,0.992727778987733,0.9927103606101986
139,0.9999337365652535,0.9929719312093307,0.9929690270221277
140,0.9999152349399921,0.9927709024914283,0.9927931773060457
141,0.9999320752364125,0.9929305920813102,0.992908546869065
142,0.9999204434793946,0.9927961257086051,0.9927753568987401
143,0.9999149482729721,0.9928831239751958,0.9928516851526684
144,0.999906700939991,0.9934185936686574,0.993410230512778
145,0.9999247839716788,0.9930948496267042,0.9930435036464053
146,0.9998615722736374,0.9930721588975518,0.9931027742113541
147,0.9999097481225355,0.9930335841053944,0.9929717198383489
148,0.9998923092494096,0.9932365230813488,0.9931925161058419
149,0.9999259323994082,0.9932254162947176,0.9932711017049248
150,0.9998878980111118,0.9928841231381141,0.9927652922739516
151,0.999925882365717,0.9929784060870067,0.9929510534728405
152,0.9999330461738777,0.9931979249159419,0.993191060310868
153,0.9999292610758288,0.992985564615541,0.9929867939749762
154,0.999929751368925,0.9929221624188264,0.9929048237016113
155,0.9999011831127619,0.9929742756013727,0.9929829676309192
156,0.999925209255834,0.9930663896463662,0.9930546879169931
157,0.9999270385170156,0.9930163683168175,0.9930516255209625
158,0.999896943801542,0.9929871612720523,0.9929500148406447
159,0.9998450866540178,0.9930072599505382,0.9930145192119517
160,0.9999153782140966,0.9933766865116093,0.9933193717136173
161,0.9998747781990734,0.9931965002136084,0.9931532523298906
162,0.9999076375663944,0.9931719259407072,0.9931235655042616
163,0.9999217732552085,0.9933442963127211,0.9933397407317672
164,0.9999391391558917,0.9930763235271879,0.9930894785545203
165,0.9999348536217447,0.9925438376445685,0.9925383694304921
166,0.9998582320283177,0.992897040752839,0.9929272486576692
167,0.9999234927232166,0.9931823978769359,0.9931519124756989
168,0.9999145441765611,0.9933138303276333,0.9933132143630834
169,0.9999147559818067,0.9931084591268411,0.9930937708787302
