full_size_dir,unity_resize_dir,width,height,cosine_similarity
D:\vae_test_set\1920x1080\images\21205.jpg,D:\vae_test_set\1920x1080\64x64\21205.jpg,1920,1080,0.9997621492217216
D:\vae_test_set\1920x1080\images\28530.jpg,D:\vae_test_set\1920x1080\64x64\28530.jpg,1920,1080,0.9996079406088804
D:\vae_test_set\1920x1080\images\4945.jpg,D:\vae_test_set\1920x1080\64x64\4945.jpg,1920,1080,0.9997725133299525
D:\vae_test_set\1920x1080\images\17109.jpg,D:\vae_test_set\1920x1080\64x64\17109.jpg,1920,1080,0.9996986644449514
D:\vae_test_set\1920x1080\images\14518.jpg,D:\vae_test_set\1920x1080\64x64\14518.jpg,1920,1080,0.999683809514637
D:\vae_test_set\1920x1080\images\5013.jpg,D:\vae_test_set\1920x1080\64x64\5013.jpg,1920,1080,0.9997143137028294
D:\vae_test_set\1920x1080\images\11886.jpg,D:\vae_test_set\1920x1080\64x64\11886.jpg,1920,1080,0.9997829234851825
D:\vae_test_set\1920x1080\images\5387.jpg,D:\vae_test_set\1920x1080\64x64\5387.jpg,1920,1080,0.9997381553398045
D:\vae_test_set\1920x1080\images\21406.jpg,D:\vae_test_set\1920x1080\64x64\21406.jpg,1920,1080,0.9997741100784155
D:\vae_test_set\1920x1080\images\10620.jpg,D:\vae_test_set\1920x1080\64x64\10620.jpg,1920,1080,0.9997588161501934
D:\vae_test_set\1920x1080\images\11835.jpg,D:\vae_test_set\1920x1080\64x64\11835.jpg,1920,1080,0.9996351449191113
D:\vae_test_set\1920x1080\images\16750.jpg,D:\vae_test_set\1920x1080\64x64\16750.jpg,1920,1080,0.9997757168878972
D:\vae_test_set\1920x1080\images\16071.jpg,D:\vae_test_set\1920x1080\64x64\16071.jpg,1920,1080,0.9997929067738931
D:\vae_test_set\1920x1080\images\165.jpg,D:\vae_test_set\1920x1080\64x64\165.jpg,1920,1080,0.9997506682458942
D:\vae_test_set\1920x1080\images\18718.jpg,D:\vae_test_set\1920x1080\64x64\18718.jpg,1920,1080,0.9997532437807035
D:\vae_test_set\1920x1080\images\25597.jpg,D:\vae_test_set\1920x1080\64x64\25597.jpg,1920,1080,0.9997770772040091
D:\vae_test_set\1920x1080\images\11398.jpg,D:\vae_test_set\1920x1080\64x64\11398.jpg,1920,1080,0.9997600438345123
D:\vae_test_set\1920x1080\images\19226.jpg,D:\vae_test_set\1920x1080\64x64\19226.jpg,1920,1080,0.999732523643031
D:\vae_test_set\1920x1080\images\23461.jpg,D:\vae_test_set\1920x1080\64x64\23461.jpg,1920,1080,0.9998334869906351
D:\vae_test_set\1920x1080\images\9706.jpg,D:\vae_test_set\1920x1080\64x64\9706.jpg,1920,1080,0.9997615614588071
D:\vae_test_set\1920x1080\images\20174.jpg,D:\vae_test_set\1920x1080\64x64\20174.jpg,1920,1080,0.9996878154334378
D:\vae_test_set\1920x1080\images\17268.jpg,D:\vae_test_set\1920x1080\64x64\17268.jpg,1920,1080,0.9997920254519475
D:\vae_test_set\1920x1080\images\13456.jpg,D:\vae_test_set\1920x1080\64x64\13456.jpg,1920,1080,0.9997306728153883
D:\vae_test_set\1920x1080\images\21635.jpg,D:\vae_test_set\1920x1080\64x64\21635.jpg,1920,1080,0.9997433714669252
D:\vae_test_set\1920x1080\images\10942.jpg,D:\vae_test_set\1920x1080\64x64\10942.jpg,1920,1080,0.9997651216591386
D:\vae_test_set\1920x1080\images\21391.jpg,D:\vae_test_set\1920x1080\64x64\21391.jpg,1920,1080,0.9997324686123162
D:\vae_test_set\1920x1080\images\11816.jpg,D:\vae_test_set\1920x1080\64x64\11816.jpg,1920,1080,0.9997824656603496
D:\vae_test_set\1920x1080\images\11870.jpg,D:\vae_test_set\1920x1080\64x64\11870.jpg,1920,1080,0.9997805918837249
D:\vae_test_set\1920x1080\images\25595.jpg,D:\vae_test_set\1920x1080\64x64\25595.jpg,1920,1080,0.9997916617645536
D:\vae_test_set\1920x1080\images\17059.jpg,D:\vae_test_set\1920x1080\64x64\17059.jpg,1920,1080,0.9997571751025753
D:\vae_test_set\1920x1080\images\16324.jpg,D:\vae_test_set\1920x1080\64x64\16324.jpg,1920,1080,0.9997774971563815
D:\vae_test_set\1920x1080\images\5226.jpg,D:\vae_test_set\1920x1080\64x64\5226.jpg,1920,1080,0.9997984073416645
D:\vae_test_set\1920x1080\images\8492.jpg,D:\vae_test_set\1920x1080\64x64\8492.jpg,1920,1080,0.9995874334185828
D:\vae_test_set\1920x1080\images\19844.jpg,D:\vae_test_set\1920x1080\64x64\19844.jpg,1920,1080,0.9996987462454241
D:\vae_test_set\1920x1080\images\27713.jpg,D:\vae_test_set\1920x1080\64x64\27713.jpg,1920,1080,0.9997778860508295
D:\vae_test_set\1920x1080\images\6021.jpg,D:\vae_test_set\1920x1080\64x64\6021.jpg,1920,1080,0.9997644865902408
D:\vae_test_set\1920x1080\images\2840.jpg,D:\vae_test_set\1920x1080\64x64\2840.jpg,1920,1080,0.9997797383704168
D:\vae_test_set\1920x1080\images\22962.jpg,D:\vae_test_set\1920x1080\64x64\22962.jpg,1920,1080,0.9996406864764433
D:\vae_test_set\1920x1080\images\9115.jpg,D:\vae_test_set\1920x1080\64x64\9115.jpg,1920,1080,0.9997647227873289
D:\vae_test_set\1920x1080\images\23497.jpg,D:\vae_test_set\1920x1080\64x64\23497.jpg,1920,1080,0.9997699086478444
D:\vae_test_set\1920x1080\images\22844.jpg,D:\vae_test_set\1920x1080\64x64\22844.jpg,1920,1080,0.9997753767505072
D:\vae_test_set\1920x1080\images\15843.jpg,D:\vae_test_set\1920x1080\64x64\15843.jpg,1920,1080,0.9996042071015843
D:\vae_test_set\1920x1080\images\26010.jpg,D:\vae_test_set\1920x1080\64x64\26010.jpg,1920,1080,0.9996456060674518
D:\vae_test_set\1920x1080\images\12501.jpg,D:\vae_test_set\1920x1080\64x64\12501.jpg,1920,1080,0.9997717363332637
D:\vae_test_set\1920x1080\images\11497.jpg,D:\vae_test_set\1920x1080\64x64\11497.jpg,1920,1080,0.9997773459173215
D:\vae_test_set\1920x1080\images\1475.jpg,D:\vae_test_set\1920x1080\64x64\1475.jpg,1920,1080,0.9997793922971577
D:\vae_test_set\1920x1080\images\14245.jpg,D:\vae_test_set\1920x1080\64x64\14245.jpg,1920,1080,0.9994348998061535
D:\vae_test_set\1920x1080\images\18954.jpg,D:\vae_test_set\1920x1080\64x64\18954.jpg,1920,1080,0.9997749746119431
D:\vae_test_set\1920x1080\images\24774.jpg,D:\vae_test_set\1920x1080\64x64\24774.jpg,1920,1080,0.9997977895277638
D:\vae_test_set\1920x1080\images\8884.jpg,D:\vae_test_set\1920x1080\64x64\8884.jpg,1920,1080,0.9996644681982747
D:\vae_test_set\1920x1080\images\17598.jpg,D:\vae_test_set\1920x1080\64x64\17598.jpg,1920,1080,0.9997299769074157
D:\vae_test_set\1920x1080\images\21010.jpg,D:\vae_test_set\1920x1080\64x64\21010.jpg,1920,1080,0.9997957759045224
D:\vae_test_set\1920x1080\images\7777.jpg,D:\vae_test_set\1920x1080\64x64\7777.jpg,1920,1080,0.9996474115052022
D:\vae_test_set\1920x1080\images\28308.jpg,D:\vae_test_set\1920x1080\64x64\28308.jpg,1920,1080,0.9997419306065645
D:\vae_test_set\1920x1080\images\15251.jpg,D:\vae_test_set\1920x1080\64x64\15251.jpg,1920,1080,0.9997791611147661
D:\vae_test_set\1920x1080\images\22028.jpg,D:\vae_test_set\1920x1080\64x64\22028.jpg,1920,1080,0.9997858787290467
D:\vae_test_set\1920x1080\images\4850.jpg,D:\vae_test_set\1920x1080\64x64\4850.jpg,1920,1080,0.9997575369484579
D:\vae_test_set\1920x1080\images\7747.jpg,D:\vae_test_set\1920x1080\64x64\7747.jpg,1920,1080,0.999779257464031
D:\vae_test_set\1920x1080\images\4150.jpg,D:\vae_test_set\1920x1080\64x64\4150.jpg,1920,1080,0.9997983717688685
D:\vae_test_set\1920x1080\images\20305.jpg,D:\vae_test_set\1920x1080\64x64\20305.jpg,1920,1080,0.9997881276423395
D:\vae_test_set\1920x1080\images\5796.jpg,D:\vae_test_set\1920x1080\64x64\5796.jpg,1920,1080,0.9997736742060985
D:\vae_test_set\1920x1080\images\13570.jpg,D:\vae_test_set\1920x1080\64x64\13570.jpg,1920,1080,0.9997676095180721
D:\vae_test_set\1920x1080\images\25360.jpg,D:\vae_test_set\1920x1080\64x64\25360.jpg,1920,1080,0.9998044891168892
D:\vae_test_set\1920x1080\images\10603.jpg,D:\vae_test_set\1920x1080\64x64\10603.jpg,1920,1080,0.9998071067082398
D:\vae_test_set\1920x1080\images\7801.jpg,D:\vae_test_set\1920x1080\64x64\7801.jpg,1920,1080,0.999816199263506
D:\vae_test_set\1920x1080\images\11865.jpg,D:\vae_test_set\1920x1080\64x64\11865.jpg,1920,1080,0.999785228546585
D:\vae_test_set\1920x1080\images\26246.jpg,D:\vae_test_set\1920x1080\64x64\26246.jpg,1920,1080,0.9997767756316785
D:\vae_test_set\1920x1080\images\7821.jpg,D:\vae_test_set\1920x1080\64x64\7821.jpg,1920,1080,0.9998319698245826
D:\vae_test_set\1920x1080\images\11768.jpg,D:\vae_test_set\1920x1080\64x64\11768.jpg,1920,1080,0.99969658042691
D:\vae_test_set\1920x1080\images\8847.jpg,D:\vae_test_set\1920x1080\64x64\8847.jpg,1920,1080,0.9997823755748875
D:\vae_test_set\1920x1080\images\6820.jpg,D:\vae_test_set\1920x1080\64x64\6820.jpg,1920,1080,0.9998139476108745
D:\vae_test_set\1920x1080\images\2068.jpg,D:\vae_test_set\1920x1080\64x64\2068.jpg,1920,1080,0.999638151831855
D:\vae_test_set\1920x1080\images\25510.jpg,D:\vae_test_set\1920x1080\64x64\25510.jpg,1920,1080,0.999642879260172
D:\vae_test_set\1920x1080\images\25551.jpg,D:\vae_test_set\1920x1080\64x64\25551.jpg,1920,1080,0.9997739176403392
D:\vae_test_set\1920x1080\images\2261.jpg,D:\vae_test_set\1920x1080\64x64\2261.jpg,1920,1080,0.9997823647923298
D:\vae_test_set\1920x1080\images\22160.jpg,D:\vae_test_set\1920x1080\64x64\22160.jpg,1920,1080,0.999673488910917
D:\vae_test_set\1920x1080\images\9188.jpg,D:\vae_test_set\1920x1080\64x64\9188.jpg,1920,1080,0.9996649950652025
D:\vae_test_set\1920x1080\images\10309.jpg,D:\vae_test_set\1920x1080\64x64\10309.jpg,1920,1080,0.9997169382003062
D:\vae_test_set\1920x1080\images\25793.jpg,D:\vae_test_set\1920x1080\64x64\25793.jpg,1920,1080,0.9997586197516174
D:\vae_test_set\1920x1080\images\27027.jpg,D:\vae_test_set\1920x1080\64x64\27027.jpg,1920,1080,0.9997617126964119
D:\vae_test_set\1920x1080\images\7118.jpg,D:\vae_test_set\1920x1080\64x64\7118.jpg,1920,1080,0.9995717288311783
D:\vae_test_set\1920x1080\images\9317.jpg,D:\vae_test_set\1920x1080\64x64\9317.jpg,1920,1080,0.9997919143747274
D:\vae_test_set\1920x1080\images\14816.jpg,D:\vae_test_set\1920x1080\64x64\14816.jpg,1920,1080,0.9996513515997862
D:\vae_test_set\1920x1080\images\4552.jpg,D:\vae_test_set\1920x1080\64x64\4552.jpg,1920,1080,0.9997825017010774
D:\vae_test_set\1920x1080\images\18265.jpg,D:\vae_test_set\1920x1080\64x64\18265.jpg,1920,1080,0.9997712708658879
D:\vae_test_set\1920x1080\images\23742.jpg,D:\vae_test_set\1920x1080\64x64\23742.jpg,1920,1080,0.999795549172262
D:\vae_test_set\1920x1080\images\2443.jpg,D:\vae_test_set\1920x1080\64x64\2443.jpg,1920,1080,0.9997691814648474
D:\vae_test_set\1920x1080\images\24454.jpg,D:\vae_test_set\1920x1080\64x64\24454.jpg,1920,1080,0.9997747490829748
D:\vae_test_set\1920x1080\images\18707.jpg,D:\vae_test_set\1920x1080\64x64\18707.jpg,1920,1080,0.9996150898864484
D:\vae_test_set\1920x1080\images\28090.jpg,D:\vae_test_set\1920x1080\64x64\28090.jpg,1920,1080,0.999776240965718
D:\vae_test_set\1920x1080\images\17318.jpg,D:\vae_test_set\1920x1080\64x64\17318.jpg,1920,1080,0.9997384692101392
D:\vae_test_set\1920x1080\images\20357.jpg,D:\vae_test_set\1920x1080\64x64\20357.jpg,1920,1080,0.9996367078148038
D:\vae_test_set\1920x1080\images\12336.jpg,D:\vae_test_set\1920x1080\64x64\12336.jpg,1920,1080,0.9998273574122636
D:\vae_test_set\1920x1080\images\9018.jpg,D:\vae_test_set\1920x1080\64x64\9018.jpg,1920,1080,0.9997815688411807
D:\vae_test_set\1920x1080\images\11877.jpg,D:\vae_test_set\1920x1080\64x64\11877.jpg,1920,1080,0.9998347901164253
D:\vae_test_set\1920x1080\images\8967.jpg,D:\vae_test_set\1920x1080\64x64\8967.jpg,1920,1080,0.9997644989178881
D:\vae_test_set\1920x1080\images\3709.jpg,D:\vae_test_set\1920x1080\64x64\3709.jpg,1920,1080,0.999623721864733
D:\vae_test_set\1920x1080\images\5945.jpg,D:\vae_test_set\1920x1080\64x64\5945.jpg,1920,1080,0.9997838019418597
D:\vae_test_set\1920x1080\images\817.jpg,D:\vae_test_set\1920x1080\64x64\817.jpg,1920,1080,0.9997656965478245
D:\vae_test_set\1920x1080\images\16277.jpg,D:\vae_test_set\1920x1080\64x64\16277.jpg,1920,1080,0.9997896323375889
D:\vae_test_set\1920x1080\images\16815.jpg,D:\vae_test_set\1920x1080\64x64\16815.jpg,1920,1080,0.9997578938269622
D:\vae_test_set\1920x1080\images\9593.jpg,D:\vae_test_set\1920x1080\64x64\9593.jpg,1920,1080,0.9997642135291088
D:\vae_test_set\1920x1080\images\11960.jpg,D:\vae_test_set\1920x1080\64x64\11960.jpg,1920,1080,0.9997561068948779
D:\vae_test_set\1920x1080\images\17881.jpg,D:\vae_test_set\1920x1080\64x64\17881.jpg,1920,1080,0.9997508827609963
D:\vae_test_set\1920x1080\images\5028.jpg,D:\vae_test_set\1920x1080\64x64\5028.jpg,1920,1080,0.9996150004911272
D:\vae_test_set\1920x1080\images\6094.jpg,D:\vae_test_set\1920x1080\64x64\6094.jpg,1920,1080,0.9998094275626641
D:\vae_test_set\1920x1080\images\5855.jpg,D:\vae_test_set\1920x1080\64x64\5855.jpg,1920,1080,0.9997269746082644
D:\vae_test_set\1920x1080\images\29199.jpg,D:\vae_test_set\1920x1080\64x64\29199.jpg,1920,1080,0.9997824487636425
D:\vae_test_set\1920x1080\images\15902.jpg,D:\vae_test_set\1920x1080\64x64\15902.jpg,1920,1080,0.9997540172620712
D:\vae_test_set\1920x1080\images\10536.jpg,D:\vae_test_set\1920x1080\64x64\10536.jpg,1920,1080,0.9997448318847622
D:\vae_test_set\1920x1080\images\10785.jpg,D:\vae_test_set\1920x1080\64x64\10785.jpg,1920,1080,0.999822434458081
D:\vae_test_set\1920x1080\images\7093.jpg,D:\vae_test_set\1920x1080\64x64\7093.jpg,1920,1080,0.9997199293237617
D:\vae_test_set\1920x1080\images\9143.jpg,D:\vae_test_set\1920x1080\64x64\9143.jpg,1920,1080,0.9997801695088477
D:\vae_test_set\1920x1080\images\3551.jpg,D:\vae_test_set\1920x1080\64x64\3551.jpg,1920,1080,0.9997511665343006
D:\vae_test_set\1920x1080\images\13304.jpg,D:\vae_test_set\1920x1080\64x64\13304.jpg,1920,1080,0.9996773119021557
D:\vae_test_set\1920x1080\images\26642.jpg,D:\vae_test_set\1920x1080\64x64\26642.jpg,1920,1080,0.9997711430941155
D:\vae_test_set\1920x1080\images\23087.jpg,D:\vae_test_set\1920x1080\64x64\23087.jpg,1920,1080,0.9996623358403983
D:\vae_test_set\1920x1080\images\26931.jpg,D:\vae_test_set\1920x1080\64x64\26931.jpg,1920,1080,0.9997826202484709
D:\vae_test_set\1920x1080\images\20232.jpg,D:\vae_test_set\1920x1080\64x64\20232.jpg,1920,1080,0.9997726502022145
D:\vae_test_set\1920x1080\images\10470.jpg,D:\vae_test_set\1920x1080\64x64\10470.jpg,1920,1080,0.9997783406123507
D:\vae_test_set\1920x1080\images\29080.jpg,D:\vae_test_set\1920x1080\64x64\29080.jpg,1920,1080,0.9997311807568416
D:\vae_test_set\1920x1080\images\6295.jpg,D:\vae_test_set\1920x1080\64x64\6295.jpg,1920,1080,0.999810060526122
D:\vae_test_set\1920x1080\images\28268.jpg,D:\vae_test_set\1920x1080\64x64\28268.jpg,1920,1080,0.9997656784756
D:\vae_test_set\1920x1080\images\19.jpg,D:\vae_test_set\1920x1080\64x64\19.jpg,1920,1080,0.9996409785076626
D:\vae_test_set\1920x1080\images\23991.jpg,D:\vae_test_set\1920x1080\64x64\23991.jpg,1920,1080,0.9998256031105343
D:\vae_test_set\1920x1080\images\4640.jpg,D:\vae_test_set\1920x1080\64x64\4640.jpg,1920,1080,0.999764559226409
D:\vae_test_set\1920x1080\images\5770.jpg,D:\vae_test_set\1920x1080\64x64\5770.jpg,1920,1080,0.9997158106664606
D:\vae_test_set\1920x1080\images\19910.jpg,D:\vae_test_set\1920x1080\64x64\19910.jpg,1920,1080,0.9997715451542126
D:\vae_test_set\1920x1080\images\10902.jpg,D:\vae_test_set\1920x1080\64x64\10902.jpg,1920,1080,0.9997283738080955
D:\vae_test_set\1920x1080\images\24175.jpg,D:\vae_test_set\1920x1080\64x64\24175.jpg,1920,1080,0.9997829156779242
D:\vae_test_set\1920x1080\images\1972.jpg,D:\vae_test_set\1920x1080\64x64\1972.jpg,1920,1080,0.9998170351524166
D:\vae_test_set\1920x1080\images\15679.jpg,D:\vae_test_set\1920x1080\64x64\15679.jpg,1920,1080,0.9997422820339066
D:\vae_test_set\1920x1080\images\29414.jpg,D:\vae_test_set\1920x1080\64x64\29414.jpg,1920,1080,0.9997724323681393
D:\vae_test_set\1920x1080\images\28466.jpg,D:\vae_test_set\1920x1080\64x64\28466.jpg,1920,1080,0.999702490822263
D:\vae_test_set\1920x1080\images\4885.jpg,D:\vae_test_set\1920x1080\64x64\4885.jpg,1920,1080,0.9998023743661245
D:\vae_test_set\1920x1080\images\24913.jpg,D:\vae_test_set\1920x1080\64x64\24913.jpg,1920,1080,0.99977814429944
D:\vae_test_set\1920x1080\images\16391.jpg,D:\vae_test_set\1920x1080\64x64\16391.jpg,1920,1080,0.9997392533273858
D:\vae_test_set\1920x1080\images\20535.jpg,D:\vae_test_set\1920x1080\64x64\20535.jpg,1920,1080,0.9997018751123745
D:\vae_test_set\1920x1080\images\6874.jpg,D:\vae_test_set\1920x1080\64x64\6874.jpg,1920,1080,0.9996486749403444
D:\vae_test_set\1920x1080\images\22131.jpg,D:\vae_test_set\1920x1080\64x64\22131.jpg,1920,1080,0.9997716919218053
D:\vae_test_set\1920x1080\images\12175.jpg,D:\vae_test_set\1920x1080\64x64\12175.jpg,1920,1080,0.999776006519124
D:\vae_test_set\1920x1080\images\23433.jpg,D:\vae_test_set\1920x1080\64x64\23433.jpg,1920,1080,0.9997930389960624
D:\vae_test_set\1920x1080\images\2665.jpg,D:\vae_test_set\1920x1080\64x64\2665.jpg,1920,1080,0.999763762016846
D:\vae_test_set\1920x1080\images\6161.jpg,D:\vae_test_set\1920x1080\64x64\6161.jpg,1920,1080,0.9997923596441464
D:\vae_test_set\1920x1080\images\26723.jpg,D:\vae_test_set\1920x1080\64x64\26723.jpg,1920,1080,0.9996275242768775
D:\vae_test_set\1920x1080\images\9426.jpg,D:\vae_test_set\1920x1080\64x64\9426.jpg,1920,1080,0.9997473345531641
D:\vae_test_set\1920x1080\images\26765.jpg,D:\vae_test_set\1920x1080\64x64\26765.jpg,1920,1080,0.9997252840656123
D:\vae_test_set\1920x1080\images\27438.jpg,D:\vae_test_set\1920x1080\64x64\27438.jpg,1920,1080,0.9997842715961601
D:\vae_test_set\1920x1080\images\27003.jpg,D:\vae_test_set\1920x1080\64x64\27003.jpg,1920,1080,0.9996755020474896
D:\vae_test_set\1920x1080\images\12858.jpg,D:\vae_test_set\1920x1080\64x64\12858.jpg,1920,1080,0.9998035284170809
D:\vae_test_set\1920x1080\images\1121.jpg,D:\vae_test_set\1920x1080\64x64\1121.jpg,1920,1080,0.9997967587404955
D:\vae_test_set\1920x1080\images\8465.jpg,D:\vae_test_set\1920x1080\64x64\8465.jpg,1920,1080,0.999790719439725
D:\vae_test_set\1920x1080\images\16141.jpg,D:\vae_test_set\1920x1080\64x64\16141.jpg,1920,1080,0.9997709768452047
D:\vae_test_set\1920x1080\images\19592.jpg,D:\vae_test_set\1920x1080\64x64\19592.jpg,1920,1080,0.9997409330722399
D:\vae_test_set\1920x1080\images\600.jpg,D:\vae_test_set\1920x1080\64x64\600.jpg,1920,1080,0.9997611996580086
D:\vae_test_set\1920x1080\images\9611.jpg,D:\vae_test_set\1920x1080\64x64\9611.jpg,1920,1080,0.9997437507182146
D:\vae_test_set\1920x1080\images\1001.jpg,D:\vae_test_set\1920x1080\64x64\1001.jpg,1920,1080,0.9998055573007606
D:\vae_test_set\1920x1080\images\2226.jpg,D:\vae_test_set\1920x1080\64x64\2226.jpg,1920,1080,0.9998034144313633
D:\vae_test_set\1920x1080\images\13180.jpg,D:\vae_test_set\1920x1080\64x64\13180.jpg,1920,1080,0.9997693158519471
D:\vae_test_set\1920x1080\images\23311.jpg,D:\vae_test_set\1920x1080\64x64\23311.jpg,1920,1080,0.9996938537967199
D:\vae_test_set\1920x1080\images\12996.jpg,D:\vae_test_set\1920x1080\64x64\12996.jpg,1920,1080,0.9996776224870875
D:\vae_test_set\1920x1080\images\18660.jpg,D:\vae_test_set\1920x1080\64x64\18660.jpg,1920,1080,0.9997454926668512
D:\vae_test_set\1920x1080\images\5391.jpg,D:\vae_test_set\1920x1080\64x64\5391.jpg,1920,1080,0.9997323054654302
D:\vae_test_set\1920x1080\images\27977.jpg,D:\vae_test_set\1920x1080\64x64\27977.jpg,1920,1080,0.9997939844543895
D:\vae_test_set\1920x1080\images\11640.jpg,D:\vae_test_set\1920x1080\64x64\11640.jpg,1920,1080,0.9997781616018336
D:\vae_test_set\1920x1080\images\27528.jpg,D:\vae_test_set\1920x1080\64x64\27528.jpg,1920,1080,0.9996377359140469
D:\vae_test_set\1920x1080\images\17759.jpg,D:\vae_test_set\1920x1080\64x64\17759.jpg,1920,1080,0.9998158074862729
D:\vae_test_set\1920x1080\images\8247.jpg,D:\vae_test_set\1920x1080\64x64\8247.jpg,1920,1080,0.9997518852271343
D:\vae_test_set\1920x1080\images\17015.jpg,D:\vae_test_set\1920x1080\64x64\17015.jpg,1920,1080,0.9997217076022324
D:\vae_test_set\1920x1080\images\10500.jpg,D:\vae_test_set\1920x1080\64x64\10500.jpg,1920,1080,0.9997323986286478
D:\vae_test_set\1920x1080\images\2313.jpg,D:\vae_test_set\1920x1080\64x64\2313.jpg,1920,1080,0.9997929471766543
D:\vae_test_set\1920x1080\images\13817.jpg,D:\vae_test_set\1920x1080\64x64\13817.jpg,1920,1080,0.9996935997188119
D:\vae_test_set\1920x1080\images\13223.jpg,D:\vae_test_set\1920x1080\64x64\13223.jpg,1920,1080,0.9997844893216189
D:\vae_test_set\1920x1080\images\17227.jpg,D:\vae_test_set\1920x1080\64x64\17227.jpg,1920,1080,0.9996851077290787
D:\vae_test_set\1920x1080\images\15974.jpg,D:\vae_test_set\1920x1080\64x64\15974.jpg,1920,1080,0.9997520790761492
D:\vae_test_set\1920x1080\images\21905.jpg,D:\vae_test_set\1920x1080\64x64\21905.jpg,1920,1080,0.9997581848423308
D:\vae_test_set\1920x1080\images\21999.jpg,D:\vae_test_set\1920x1080\64x64\21999.jpg,1920,1080,0.9997195611026852
D:\vae_test_set\1920x1080\images\6625.jpg,D:\vae_test_set\1920x1080\64x64\6625.jpg,1920,1080,0.99980736950808
D:\vae_test_set\1920x1080\images\14056.jpg,D:\vae_test_set\1920x1080\64x64\14056.jpg,1920,1080,0.99978904212583
D:\vae_test_set\1920x1080\images\18050.jpg,D:\vae_test_set\1920x1080\64x64\18050.jpg,1920,1080,0.9997702228249523
D:\vae_test_set\1920x1080\images\26794.jpg,D:\vae_test_set\1920x1080\64x64\26794.jpg,1920,1080,0.999779480483107
D:\vae_test_set\1920x1080\images\14269.jpg,D:\vae_test_set\1920x1080\64x64\14269.jpg,1920,1080,0.9997166618920301
D:\vae_test_set\1920x1080\images\23729.jpg,D:\vae_test_set\1920x1080\64x64\23729.jpg,1920,1080,0.9996585190943094
D:\vae_test_set\1920x1080\images\10296.jpg,D:\vae_test_set\1920x1080\64x64\10296.jpg,1920,1080,0.9997750645537402
D:\vae_test_set\1920x1080\images\24532.jpg,D:\vae_test_set\1920x1080\64x64\24532.jpg,1920,1080,0.9997873588021681
D:\vae_test_set\1920x1080\images\14355.jpg,D:\vae_test_set\1920x1080\64x64\14355.jpg,1920,1080,0.9997964190373643
D:\vae_test_set\1920x1080\images\19262.jpg,D:\vae_test_set\1920x1080\64x64\19262.jpg,1920,1080,0.9998215059109306
D:\vae_test_set\1920x1080\images\6918.jpg,D:\vae_test_set\1920x1080\64x64\6918.jpg,1920,1080,0.9994462608560248
D:\vae_test_set\1920x1080\images\2067.jpg,D:\vae_test_set\1920x1080\64x64\2067.jpg,1920,1080,0.9996953065195093
D:\vae_test_set\1920x1080\images\4403.jpg,D:\vae_test_set\1920x1080\64x64\4403.jpg,1920,1080,0.9996094790843009
D:\vae_test_set\1920x1080\images\7718.jpg,D:\vae_test_set\1920x1080\64x64\7718.jpg,1920,1080,0.9998051279378598
D:\vae_test_set\1920x1080\images\22321.jpg,D:\vae_test_set\1920x1080\64x64\22321.jpg,1920,1080,0.9997769681706812
D:\vae_test_set\1920x1080\images\26042.jpg,D:\vae_test_set\1920x1080\64x64\26042.jpg,1920,1080,0.9997833678690955
D:\vae_test_set\1920x1080\images\13056.jpg,D:\vae_test_set\1920x1080\64x64\13056.jpg,1920,1080,0.9997590438657823
D:\vae_test_set\1920x1080\images\4794.jpg,D:\vae_test_set\1920x1080\64x64\4794.jpg,1920,1080,0.9997575806171016
D:\vae_test_set\1920x1080\images\6489.jpg,D:\vae_test_set\1920x1080\64x64\6489.jpg,1920,1080,0.9996522499004797
D:\vae_test_set\1920x1080\images\2105.jpg,D:\vae_test_set\1920x1080\64x64\2105.jpg,1920,1080,0.9996932237588034
D:\vae_test_set\1920x1080\images\14327.jpg,D:\vae_test_set\1920x1080\64x64\14327.jpg,1920,1080,0.9996245694042423
D:\vae_test_set\1920x1080\images\15912.jpg,D:\vae_test_set\1920x1080\64x64\15912.jpg,1920,1080,0.9997593258549101
D:\vae_test_set\1920x1080\images\23764.jpg,D:\vae_test_set\1920x1080\64x64\23764.jpg,1920,1080,0.999790576112182
D:\vae_test_set\1920x1080\images\8371.jpg,D:\vae_test_set\1920x1080\64x64\8371.jpg,1920,1080,0.9997934216340172
D:\vae_test_set\1920x1080\images\20447.jpg,D:\vae_test_set\1920x1080\64x64\20447.jpg,1920,1080,0.9997794567344119
D:\vae_test_set\1920x1080\images\29648.jpg,D:\vae_test_set\1920x1080\64x64\29648.jpg,1920,1080,0.9996706409815249
D:\vae_test_set\1920x1080\images\19820.jpg,D:\vae_test_set\1920x1080\64x64\19820.jpg,1920,1080,0.9996891503080662
D:\vae_test_set\1920x1080\images\16535.jpg,D:\vae_test_set\1920x1080\64x64\16535.jpg,1920,1080,0.9996527347482124
D:\vae_test_set\1920x1080\images\4655.jpg,D:\vae_test_set\1920x1080\64x64\4655.jpg,1920,1080,0.9997862378331188
D:\vae_test_set\1920x1080\images\9878.jpg,D:\vae_test_set\1920x1080\64x64\9878.jpg,1920,1080,0.9997141204747207
D:\vae_test_set\1920x1080\images\20110.jpg,D:\vae_test_set\1920x1080\64x64\20110.jpg,1920,1080,0.9997785076229535
D:\vae_test_set\1920x1080\images\26983.jpg,D:\vae_test_set\1920x1080\64x64\26983.jpg,1920,1080,0.9997873638669225
